ID,BPM,KEY,PART,TITLE,ARTIST,ORIGIN,SEASON,YEAR,TYPE,NOTES
000837,75,D Major,,Soul Galaxy,,,,2023,Anime,
000838,"125, 125","C# Major, D Major","Verse, Chorus",Anata no Soba ni,,,,2023,Anime,
000839,72.5,F Major,,REALIZE,,,,2023,Anime,
000840,"115, 76.66, 115","E Major, E Major, E Major","Verse, Prechorus, Chorus",HELP,,,,2023,Anime,
000841,129,G Major,,...and Rescue Me,,,,2023,Anime,
000842,111,C Major,,Prove,,,,2023,Anime,
000843,108,G# Major,,slash,,,,2023,Anime,
000844,"78.5, 78.5","C# Major, A# Major","Verse, Chorus",Down Timer,,,,2023,Anime,
000845,102.5,A Major,,Hare Nochi Hallelujah,,,,2023,Anime,
000846,"76, 76, 76","G# Major, B Major, F# Major","Verse, Prechorus, Chorus",alexithymiaspare,TK from Ling tosite sigure,,,2023,Anime,
000847,82,G Major,,Love You Tender,,,,2023,Anime,
000848,87.5,G# Major,,Kimi to no Mirai,,,,2023,Anime,
000849,126,F Major,,Accelerate,,,,2023,Anime,
000850,"81.5, 81.5, 81.5, 81.5","A# Major, G Major, C Major, D Major","Intro 1, Intro 2, Verse, Chorus",Unknown no Shikisai,,,,2023,Anime,
000851,81.5,F Major,,Believe it leap,,,,2023,Anime,
000852,"88.75, 88.75","C Major, D# Major","Verse, Chorus",Red Liberation,,,,2023,Anime,
000853,90,B Major,,Knock Out,,,,2023,Anime,
000854,105,B Major,,MAGICAL DESTROY,,,,2023,Anime,
000855,75,F Major,,Mephisto,,,,2023,Anime,
000856,95,G Major,,1000-nen Ai,,,,2023,Anime,
000857,105,C# Major,,WORK,,,,2023,Anime,
000858,70.5,G Major,,DAY1,,,,2023,Anime,
000859,92,G# Major,,Kurae! Telepathy,,,,2023,Anime,
000860,"96, 96, 96","F# Major, E Major, F# Major","Intro, Verse, Chorus",Daidaidaidai Daisuki na Kimi e,,,,2023,Anime,
000861,86,G Major,,RAYS,,,,2023,Anime,
000862,85,F# Major,,Koisekai,,,,2023,Anime,
000863,84.5,A Major,,Song of the Dead,,,,2023,Anime,
000864,103,C# Major,,Kien Romance,,,,2023,Anime,
000865,"86, 86, 86","G Major, A# Major, G Major","Verse, Prechorus, Chorus",Gyakuten geki,,,,2023,Anime,
000866,124,C# Major,,HYSTERIC CARAVAN,,,,2023,Anime,
000867,95,E Major,,Koi! Koi! Koi!,,,,2023,Anime,
000868,97,F Major,,SEIEN,,,,2023,Anime,
000869,94,E Major,,Gekkouyoku,,,,2023,Anime,
000870,96,A# Major,,Warauna!,,,,2023,Anime,
000871,"70, 70, 70","A# Major, C Major, A# Major","Verse, Prechorus, Chorus",Itsu Aetara,,,,2023,Anime,
000872,"115, 115, 115","E Major, C# Major, E Major","Intro, Verse, Chorus",ikenai fool logic,,,,2023,Anime,
000873,72.5,F# Major,,Gradation,,,,2023,Anime,
000874,"79, 79","C Major, C# Major","Verse, Chorus",I Wanna Muchuu,,,,2023,Anime,
000875,97.5,C Major,,Sen,,,,2023,Anime,
000876,"104, 104, 105, 105, 103, 105.5","D Major, D Major, F# Major, F# Major, F# Major, F Major","Intro, Verse A, Verse B, Prechorus A, Prechorus B, Chorus",Soshite minna no,,,,2023,Anime,
000877,"82.5, 82.5, 82.5","F Major, D Major, F Major","Intro, Verse, Chorus",RECONNECTION,,,,2023,Anime,
000878,120,E Major,,my star,,,,2023,Anime,
000879,70,E Major,,The Beast,,,,2023,Anime,
000880,"87.5, 87.5","G# Major, F Major","Verse, Chorus",The story so far,,,,2023,Anime,
000881,85,D# Major,,HONEY,,,,2023,Anime,
000882,"93, 93, 93","A Major, C Major, A Major","Verse, Prechorus, Chorus",mirAI wave!,,,,2023,Anime,
000883,75.5,A Major,,RUDE LOSE DANCE,,,,2023,Anime,
000884,"87, 87","C Major, D Major","Verse, Chorus",Glorious World,,,,2023,Anime,
000885,92.5,F# Major,,SURVIVE,,,,2023,Anime,
000886,116,D# Major,,plan,,,,2023,Anime,
000887,90,E Major,,Kitakaze,,,,2023,Anime,
000888,100,C# Major,,Todome no Ichigeki,,,,2023,Anime,
000889,82.5,F# Major,,STARS,,,,2023,Anime,
000890,"83.5, 83.5","F Major, C Major","Verse, Chorus",PLANETARIA,,,,2023,Anime,
000891,72.5,G# Major,,Usotsuki,,,,2023,Anime,
000892,"87, 87","C Major, D# Major","Verse, Chorus",Runaway World,fhana,,,2023,Anime,
000893,"92.5, 92.5, 92.5","C Major, D# Major, C Major","Verse, Prechorus, Chorus",RAISE INSIGHT,,,,2023,Anime,
000894,"71.5, 72","D# Major, D# Major","Verse, Chorus",White Noise,,,,2023,Anime,
000895,"80.5, 80.5, 80.5","A Major, C Major, A Major","Intro, Verse, Chorus",Winner Win!,,,Spring,2023,Anime,
000896,95,B Major,,Action,,,,2023,Anime,
000897,93,F# Major,,Nero,,,,2023,Anime,
000898,"100, 120, 128","G Major, G Major, G Major","Intro, Verse, Chorus",As One,,,,2023,Anime,
000899,98.5,C# Major,,ROAR,,,,2023,Anime,
000900,82,F Major,,New frame,,,,2023,Anime,
000901,94,F# Major,,ENDLESS LABYRINTH,,,,2023,Anime,
000902,105,C Major,,Say My Name,,,,2023,Anime,
000903,132,B Major,,The Peak,,,,2023,Anime,
000904,81.5,E Major,,Gotoubun no Mirai,,,,2023,Anime,
000905,90,G# Major,,Break Together,,,,2023,Anime,
000906,84,F# Major,,Ashita no Katachi,,,,2023,Anime,
000907,124,G Major,,Wasuregataki,,,,2023,Anime,
000908,95,C Major,,grayscale dominator,,,,2023,Anime,
000909,80,D# Major,,Shikou,,,,2023,Anime,
000910,88,D Major,,River,,,,2023,Anime,
000911,99,A Major,,Glorious Moment,,,,2023,Anime,
000912,"75, 75","A# Major, C Major","Verse, Chorus",SHINY,,,,2023,Anime,
000913,116,E Major,,Gift (Myuk),,,,2023,Anime,
000914,119,F Major,,Raise,,,,2023,Anime,
000915,71,A# Major,,LOVE NO HATE,,,,2023,Anime,
000916,130,B Major,,I wish,,,,2023,Anime,
000917,92.5,A Major,,Collection,,,,2023,Anime,
000918,86.5,G Major,,Brand new day,,,,2023,Anime,
000919,105,C# Major,,Luck Life – ℃,,,,2023,Anime,
000920,"91.5, 91.5","B Major, D Major","Verse, Chorus",Ta ga Tame,,,,2023,Anime,
000921,84,C# Major,,Luck Life - Shirushi,,,,2023,Anime,
000922,"133, 133, 133, 133","G Major, A# Major, D# Major, D# Major","Intro, Verse, Chorus, Verse 2",SHOCK!,Ayase,,,2023,Anime,
000923,102,F# Major,,Hitoshizuku,,,,2023,Anime,
000924,"98, 98","F# Major, F Major","Verse, Chorus",Megamorfoze,,,,2023,Anime,
000925,"92.5, 92.5, 92.5","C# Major, G Major, C# Major","Verse, Prechorus, Chorus",Dokimeki Diary,,,,2023,Anime,
000926,94,B Major,,CHANGEMAKER,,,,2023,Anime,
000927,132,E Major,,TOMBI,,,,2023,Anime,
000928,93.23,F# Major,,Rakuen,,,,2023,Anime,
000929,95,C# Major,,Natsuake,,,,2023,Anime,
000930,"78, 78","D Major, G Major","Verse, Chorus","Kono Tate ni, Kakuremasu.",,,,2023,Anime,
000931,102.5,G Major,,Kyuuseishu,,,,2023,Anime,
000932,107,D Major,,Starting Over,,,,2023,Anime,
000933,"98.5, 98.5, 98.5, 98.5, 98.5","G Major, D# Major, E Major, A Major, B Major","Intro, Verse A, Verse B, Prechorus, Chorus",Black Crack,,,Fall,2023,Anime,
000934,130,E Major,,Dramatic ja Nakute,,,,2023,Anime,
000935,130,D Major,,THE LONELIEST,,,,2023,Anime,
000936,139,C Major,,Unite up!,,,,2023,Anime,
000937,95,A# Major,,Continue Distortion,,,,2023,Anime,
000938,122,D# Major,,spiral,,,,2023,Anime,
000939,118,D# Major,,Wanna Be Star!,,,,2023,Anime,
000940,90,A# Major,,ZERO ICHI,,,,2023,Anime,
000941,138,E Major,,Quiet explosion,,,,2023,Anime,
000942,89,A# Major,,Ibitsu no Kotoba,,,,2023,Anime,
000943,75.5,D# Major,,Tokimeki,,,,2023,Anime,
000944,"71, 71","C Major, F# Major","Verse, Chorus",un_mute,,,,2023,Anime,
000945,77.5,F Major,,Gyakkyou Fuwaku,,,,2023,Anime,
000946,120,E Major,,Tonari Awase,,,,2023,Anime,
000947,80,D Major,,RISE UP,,,,2023,Anime,
000948,82.5,E Major,,Neppu wa Rutensuru,,,,2023,Anime,
000949,"89.5, 89.5, 89.5","F Major, D# Major, F# Major","Verse, Prechorus, Chorus",Reset Life?,,,,2023,Anime,
000950,102,E Major,,Bleed My Heart,,,,2023,Anime,
000951,"106, 106, 106","F Major, D Major, D# Major","Verse, Prechorus, Chorus",Dear,,,,2023,Anime,
000952,128,G Major,,Flower Ring,,,,2023,Anime,
000953,89.5,D Major,,Bokura wa Genius,,,,2023,Anime,
000954,72,F# Major,,Setsugetsu Fuuka,,,,2023,Anime,
000955,97,D Major,,Shiny Girl,,,,2023,Anime,
000956,130,C# Major,,more than words,,,,2023,Anime,
000957,92,G Major,,Ayakashi,,,,2023,Anime,
000958,130,D Major,,Arc-en-ciel,,,,2023,Anime,
000959,"83, 83, 83, 83","B Major, C Major, C# Major, C# Major","Verse, Chorus, Verse 2, Last Chorus",IDOL,YOASOBI,Oshi no Ko,Spring,2023,Anime,
000960,"81, 81","B Major, A Major","Verse, Chorus",Golden Ray,,,Summer,2023,Anime,
000961,"71.5, 71.5","B Major, C# Major","Verse, Chorus",Tailwind,katagiri,,Fall,2023,Anime,
000962,"80, 80, 80","D# Major, A# Major, G Major","Verse, Chorus, Verse 2",Here is,,,,2023,Anime,
000963,130,A# Major,,Ambivalent,,,,2024,Anime,
000964,86,D Major,,Sound of Snow,,,,2024,Anime,
000965,73,F Major,,My Dear SiSTARS!,,,,2024,Anime,
000966,"87, 87, 87, 87","D# Major, F# Major, D# Major, A Major","Intro, Verse, Chorus A, Chorus B",Let's Duel!!,,,,2024,Anime,
000967,105,D Major,,routine life,,,,2024,Anime,
000968,"113, 113, 113","F Major, A# Major, F Major","Verse, Prechorus, Chorus",LEveL,,,,2024,Anime,
000969,"86, 86, 86, 86, 86","G Major, B Major, A Major, G Major, A Major","Verse, Prechorus, Chorus, Verse 2 A, Verse 2 B",MISSION,,,,2024,Anime,
000970,112,D Major,,Obake Himawari,,,,2024,Anime,
000971,"91, 91","G Major, A Major","Verse, Chorus",Love Call,,,,2024,Anime,
000972,96.5,C Major,,Aire,,,,2024,Anime,
000973,127,C# Major,,Sleep Walking Orch,,,,2024,Anime,
000974,110.5,G# Major,,Absolute Zero,,,,2024,Anime,
000975,70.5,D# Major,,Rekka,,,,2024,Anime,
000976,139,F Major,,Namara Menkoi Girl,,,,2024,Anime,
000977,109,G Major,,ROUGE,,,,2024,Anime,
000978,70,G Major,,LOVE OR HATE?,,,,2024,Anime,
000979,"81.5, 81.5, 81.5","F Major, G Major, F Major","Verse, Prechorus, Chorus",Omokage,,,,2024,Anime,
000980,102.5,F# Major,,Kirifuda,,,,2024,Anime,
000981,"138, 138, 138","F# Major, C Major, C Major","Verse, Prechorus, Chorus",Ta ga Tame,TK from Ling tosite sigure,,,2024,Anime,
000982,74.5,C# Major,,Whatever Happens,,,,2024,Anime,
000983,"130, 130","F# Major, E Major","Verse, Chorus",Futatsu no Kotoba,,,,2024,Anime,
000984,98,E Major,,Yume no Ito,,,,2024,Anime,
000985,"83, 83","C# Major, F# Major","Verse, Chorus",Paradoxes,,,,2024,Anime,
000986,123,A Major,,IVE - WILL,,,,2024,Anime,
000987,88,F Major,,Shura ni Otoshite,,,,2024,Anime,
000988,"90, 90, 90","D Major, D# Major, E Major","Verse A, Verse B, Verse C",GA-TAN GO-TON,,,,2024,Anime,
000989,98.5,G Major,,Brave,,,,2024,Anime,
000990,"101, 101","E Major, C# Major","Verse, Chorus",Akaku Somete S,,,,2024,Anime,
000991,80,C Major,,OEDOEDO,,,,2024,Anime,
000992,91,F Major,,The Parade of Battler,,,,2024,Anime,
000993,134,F Major,,Raiou,,,,2024,Anime,
000994,103,G# Major,,Danger Danger,,,,2024,Anime,
000995,"132, 132, 132","F Major, E Major, F# Major","Verse, Chorus, Last Chorus",Cinematic Parade,,,,2024,Anime,
000996,"71, 71","A# Major, C Major","Verse, Chorus",Fantasista,,,,2024,Anime,
000997,84,C# Major,,Kimiiro no Kiseki,,,,2024,Anime,
000998,86,C# Major,,FLY,,,,2024,Anime,
000999,72,D# Major,,Hikarakka,,,,2024,Anime,
001000,92,G Major,,Baby love! Baby,,,,2024,Anime,
001001,97,E Major,,On the Frontline,,,,2024,Anime,
001002,98,F Major,,Blue Days,,,,2024,Anime,
001003,94,D Major,,poi,,,,2024,Anime,
001004,"73, 73, 73, 73, 73, 73, 73","D Major, G Major, G Major, G Major, A# Major, A# Major, G Major","Intro 1, Intro 2, Intro Drop, Verse A, Verse B, Prechorus, Chorus",Minor Piece,ZAQ,,,2024,Anime,
001005,"80, 80, 80, 80","A# Major, A# Major, D# Major, C Major","Verse, Prechorus A, Prechorus B, Chorus",Jikai Yokoku,Tatsuya Kitani,,Summer,2024,Anime,
001006,"70, 70, 70","C# Major, C# Major, D Major","Verse, Chorus, Last Chorus",Do or Die,,,,2024,Anime,
001007,71,D# Major,,Killer Bars,,,,2024,Anime,
001008,94.5,G Major,,Habatake,,,,2024,Anime,
001009,71,C# Major,,Otowa,,,,2024,Anime,
001010,78.5,C Major,,Bling-Bang-Bang-B,,,,2024,Anime,
001011,104,C Major,,Sugar Blood Kiss,,,,2024,Anime,
001012,"73, 73","F# Major, A Major","Verse, Chorus",Unmei,sumika,,,2024,Anime,
001013,72,G# Major,,FUN FUN Wonderful,,,,2024,Anime,
001014,90,D Major,,Super ultra I love you,,,,2024,Anime,
001015,"122, 122","C Major, D Major","Verse, Chorus",Laid Back Journey,,,,2024,Anime,
001016,107.5,B Major,,cure,,,,2024,Anime,
001017,88,G Major,,Follow your arrows,,,,2024,Anime,
001018,"128, 128","B Major, D# Major","Verse, Chorus",Over Scientific!,,,,2024,Anime,
001019,"81.5, 81.5","E Major, F# Major","Verse, Chorus",Kyunrious,,,,2024,Anime,
001020,85,G# Major,,Lover's Eye,,,,2024,Anime,
001021,102,G# Major,,Unbeatable,,,,2024,Anime,
001022,86,C# Major,,Kimi no Sei,,,,2024,Anime,
001023,78,A# Major,,Hazard Symbol,,,,2024,Anime,
001024,85.5,F# Major,,Promenade,,,,2024,Anime,
001025,"72.5, 72.5","A# Major, C# Major","Verse, Chorus",Another Birthday,,,,2024,Anime,
001026,93,A Major,,mutual love,,,,2024,Anime,
001027,"86, 86","D# Major, F# Major","Verse, Chorus",EVOLVE,,,,2024,Anime,
001028,82.5,D Major,,Ponpopopon,,,,2024,Anime,
001029,"83.33, 83.33, 83.33","G# Major, F Major, G# Major","Verse, Chorus A, Chorus B",Tabi no Yukue,,,,2024,Anime,
001030,"137, 137, 137","F Major, F# Major, G# Major","Verse, Chorus A, Chorus B",By My Darling,,,,2024,Anime,
001031,132,G Major,,Into the Fire,,,,2024,Anime,
001032,90,D Major,,I Am...,,,,2024,Anime,
001033,96,G# Major,,Hajimete wa zenbu,,,,2024,Anime,
001034,102,D Major,,Haru,,,,2024,Anime,
001035,115,G# Major,,Abyss,,,,2024,Anime,
001036,"75, 75, 75, 75","A# Major, G Major, A# Major, B Major","Verse, Prechorus, Chorus A, Chorus B",Lilac,Mrs. GREEN APPLE,Oblivion Battery,Summer,2024,Anime,
001037,75,G# Major,,Uraomote Aquarium,,,,2024,Anime,
001038,"90, 90","C# Major, D# Major","Verse, Chorus",Wakaranai Ai,,,,2024,Anime,
001039,90,F# Major,,Upside down Magic,,,,2024,Anime,
001040,74,C# Major,,Now On Air,,,,2024,Anime,
001041,"70.5, 70.5","F# Major, G# Major","Verse, Chorus",ReCoda,,,,2024,Anime,
001042,"87, 87, 87","A# Major, C# Major, E Major","Verse, Prechorus, Chorus",Daitan,,,,2024,Anime,
001043,91,G Major,,Windshifter,,,,2024,Anime,
001044,102.5,D Major,,Utopia,,,,2024,Anime,
001045,105,D# Major,,TOKUMEI-KIBOU,,,,2024,Anime,
001046,91,G Major,,Uuuuus!,,,,2024,Anime,
001047,"72, 108, 108","G Major, G Major, D Major","Intro, Verse, Chorus",Yobigoe,,,,2024,Anime,
001048,"100, 100, 100, 100","G Major, A# Major, C# Major, G Major","Intro, Verse, Chorus, Bridge",PEACEKEEPER,STEREO DIVE FOUNDATION,,Summer,2024,Anime,
001049,95.5,A# Major,,Irodori,,,,2024,Anime,
001050,86,B Major,,Cotton Days,,,,2024,Anime,
001051,118,F# Major,,Eye's Sentry,,,,2024,Anime,
001052,"123, 123, 123","C Major, C Major, C# Major","Verse, Chorus, Last Chorus",Professionalism,,,,2024,Anime,
001053,"135, 135","C# Major, D# Major","Verse, Chorus",MUGEN,,,,2024,Anime,
001054,"88, 88","A# Major, C# Major","Verse, Chorus",Maou,"BURNOUT SYNDROMES, Nao Toyama",,,2024,Anime,
001055,95,F Major,,Growing Up,,,,2024,Anime,
001056,"126, 126, 126","A# Major, G# Major, A# Major","Intro, Verse, Chorus",believer,,,,2024,Anime,
001057,116,A# Major,,Hate no Nai Tabi,,,,2024,Anime,
001058,"75, 75","E Major, G Major","Verse, Chorus",NewGame,,,,2024,Anime,
001059,85.44,G Major,,"Zattou, Bokura",,,,2024,Anime,
001060,86,D Major,,Turn the World,,,,2024,Anime,
001061,"98.5, 98.5","A Major, B Major","Verse, Chorus",Reversal,,,,2024,Anime,
001062,96,G# Major,,Shouted Serenade,,,,2024,Anime,
001063,"102, 102, 102, 102","G# Major, D# Major, F# Major, G# Major","Intro, Verse, Chorus A, Chorus B",Sekai wo Inuite,Sou,,,2024,Anime,
001064,85,D Major,,Zenryoku Joshi,,,,2024,Anime,
001065,75,G Major,,Hohoemi no Oto,,,,2024,Anime,
001066,91.5,C Major,,Heart,,,,2024,Anime,
001067,75,D Major,,Gifu ni ted,,,,2024,Anime,
001068,125,G Major,,Stardust Memory,,,,2024,Anime,
001069,133,E Major,,IMMORTAL,,,,2024,Anime,
001070,87,G Major,,Wonderful Precure!,,,,2024,Anime,
001071,"70, 70","F Major, D# Major","Verse, Chorus",ADRENALIZED,,,,2024,Anime,
001072,89.5,F Major,,My dream girls,,,,2024,Anime,
001073,"88, 88, 88, 88, 88","D# Major, D# Major, F# Major, F# Major, G Major","Verse, Prechorus A, Prechorus B, Chorus, Last Chorus",Ai for you!,,,,2024,Anime,
001074,87.5,G Major,,Easy Hard Shikashite,,,,2024,Anime,
001075,100,D Major,,Orange,,,,2024,Anime,
001076,72.5,D# Major,,Douka,,,,2024,Anime,
001077,86,A Major,,Hoozuki,,,,2024,Anime,
001078,"106.66, 106.66, 80, 80","G Major, G Major, G Major, G Major","Intro, Verse, Prechorus, Chorus",HIBANA,,,,2024,Anime,
001079,100,B Major,,soumonka,,,,2024,Anime,
001080,"129, 129, 129","C# Major, C# Major, D Major","Verse, Chorus, Last Chorus",Unmei-chan,,,,2024,Anime,
001081,"100, 100, 100, 100, 100, 100, 100, 100","D Major, F Major, F Major, D Major, F Major, B Major, D# Major, C Major","Intro, Verse, Prechorus, Chorus, Verse 2 A, Verse 2 B, Verse 2 C, Prechorus 2",Lock-On,,,,2024,Anime,
001082,110.5,G Major,,Kanousei Liberation,,,,2024,Anime,
001083,74.5,G Major,,Bang Bang with Braven,,,,2024,Anime,
001084,72,F# Major,,Water Carrier,,,,2024,Anime,
001085,89,D Major,,Showdown,,,,2024,Anime,
001086,120,G Major,,IVORY TOWER,,,,2024,Anime,
001087,82,G Major,,Time Paradox,,,,2024,Anime,
001088,110,A Major,,Your Key,,,,2024,Anime,
001089,133,F Major,,Sesame,,,,2024,Anime,
001090,"87.5, 87.5, 87.5","A# Major, A# Major, G Major","Verse, Chorus A, Chorus B",Senkou Hayabusa,,,,2024,Anime,
001091,"112, 112","D Major, E Major","Verse, Chorus",Kimi ga Ojii-chan,,,,2024,Anime,
001092,"113, 113","C# Major, E Major","Verse, Chorus",Seishun no Archive,,,,2024,Anime,
001093,92.5,D Major,,Go Exceed!!,,,,,Anime,
001094,129.15,D Major,,Change The World,,,,,Anime,
001095,95,E Major,,In My World,,,,,Anime,
001096,102,F Major,,Black Swallowtail,,,,,Anime,
001097,121,G Major,,Shadow and Truth,,,,,Anime,
001098,100,D# Major,,WataMote!,,,,,Anime,
001099,"123, 123, 123","A Major, G Major, A Major","Intro, Verse, Chorus",Regeneration,,,,,Anime,
001100,"94, 94, 94, 94","D Major, F Major, D Major, F Major","Verse A, Verse B, Prechorus, Chorus",Uso no Hibana,,,,,Anime,
001101,130,G Major,,Contradiction,,God of High School,,2020,Anime,
001102,100,G Major,,Sore wa Akatsuki no,,,,,Anime,
001103,"100, 100, 100, 100, 100","F Major, G Major, G Major, D Major, D Major","Intro, Intro Drop, Verse, Chorus, Bridge",Black Catcher,,,,,Anime,
001104,88.5,E Major,,Secret Story,,,,,Anime,
001105,114,D Major,,Utatane Sunshine,,,,,Anime,
001106,135,F Major,,Fuyunohanashi,,,,,Anime,
001107,90,F Major,,Liar Mask,,,,,Anime,
001108,98,G Major,,Koi de Ai De Boukun,,,,,Anime,
001109,135,A# Major,,Gunjo,,,,,Anime,
001110,94.5,D# Major,,Datte Atashino Hero,,,,,Anime,
001111,137.5,D# Major,,1st Love Story,,,,,Anime,
001112,"93, 93","E Major, G Major","Verse, Chorus",Amegafurukara Nijigadeiru,,,,,Anime,
001113,95,D# Major,,Redo,,,,,Anime,
001114,130,G Major,,Sekai Ochiteiru,,,,,Anime,
001115,"90, 90, 90","F# Major, D# Major, D# Major","Intro, Verse, Chorus","Dakara, Hitori ja Nai",,,,,Anime,
001116,91.5,D Major,,Silhouette,,,,,Anime,
001117,92,G# Major,,Kyoukai no Kanata,,,,,Anime,
001118,102,F# Major,,Black Rover,,,,,Anime,
001119,131,F Major,,Tokyo Winter Session,,,,,Anime,
001120,"123, 123","G Major, A Major","Verse, Chorus",Fiction,,,,,Anime,
001121,95,D Major,,Onaji Sora no Shita,,,,,Anime,
001122,95,G Major,,Highschool of the D,,,,,Anime,
001123,"127, 127","A# Major, C# Major","Verse, Chorus",X.U.,,Seraph of the End,,,Anime,
001124,132,F# Major,,Make My Story,,,,,Anime,
001125,92,B Major,,Dadada,,,,,Anime,
001126,89.5,F Major,,crossing field,,,,,Anime,
001127,128.3,D# Major,,A Cruel Angel's Thesis,,,,,Anime,
001128,"132, 132, 132, 132","F Major, F Major, G# Major, F Major","Verse, Chorus, Verse 2, Chorus 2",Red Swan,,,,,Anime,
001129,"126, 126","C# Major, D Major","Verse, Chorus",Papapa,,,,,Anime,
001130,"100, 100","D Major, E Major","Verse, Chorus",Vital,,,,,Anime,
001131,"92, 92","D# Major, C Major","Verse, Chorus",Hajimete no SEASON,,,,,Anime,
001132,134,E Major,,Irony,,,,,Anime,
001133,97,F# Major,,Nameless Story,,,,,Anime,
001134,"89.5, 89.5","C# Major, D Major","C# Major, D Major",Climber's High,,,,,Anime,
001135,139,G Major,,Toki wo Kizamu Uta,,,,,Anime,
001136,93,A Major,,LIFE,,,,,Anime,
001137,90,E Major,,NIRVANA,,,,,Anime,
001138,139,G Major,,Magical Babyrinth,,Welcome to Demon School! Iruma-kun,,2020,Anime,
001139,130,G Major,,Yoru wa Nemureru,,,,,Anime,
001140,"102, 102","E Major, F Major","Verse, Chorus",CheerS,,,,,Anime,
001141,"92.5, 92.5","D# Major, F# Major","Verse, Chorus",Reimei,,,,,Anime,
001142,94,F# Major,,nnb,,,,,Anime,
001143,132,F Major,,Niji no Kakera,,,,,Anime,
001144,118,E Major,,Seishun wa Zankoku,,,,,Anime,
001145,98,D Major,,TOP,,Tower of God,,2020,Anime,
001146,139,B Major,,Flyers,,,,,Anime,
001147,90.5,E Major,,Guren no Yumiya,,,,,Anime,
001148,101.5,F Major,,Seven Doors,,,,,Anime,
001149,99,D# Major,,"Itsuka no, Ikutsuka n",,,,,Anime,
001150,89,D Major,,Sign,,,,,Anime,
001151,90,G# Major,,STRIKE BACK,,,,,Anime,
001152,98,F# Major,,Kirameki,,,,,Anime,
001153,120,E Major,,Re'nai Circulation,,,,,Anime,
001154,95,D# Major,,Polaris,,,,,Anime,
001155,91,E Major,,Haruka Mirai,,,,,Anime,
001156,135,A# Major,,CLICK,,,,,Anime,
001157,93,D Major,,Sonna Koto Ura no,,,,,Anime,
001158,"134, 134","E Major, G Major","Verse, Chorus",adrenaline!!!,,,,,Anime,
001159,124,A Major,,MS - Identity,,,,,Anime,
001160,"95, 95","C Major, A Major","Verse, Chorus",Trust in you,,,,,Anime,
001161,105.5,D Major,,"Hello,world!",,,,,Anime,
001162,131,F Major,,Itsumo no You ni LOV,,,,,Anime,
001163,"135, 135, 135","C Major, D# Major, G# Major","Intro, Verse, Chorus",Aozora no Rhapsody,,,,,Anime,
001164,102.5,A Major,,ViViD,,,,,Anime,
001165,134,F# Major,,secret base,,,,,Anime,
001166,113,F# Major,,Suki wo Oshiete,,,,,Anime,
001167,96,F Major,,Fukashigi no Karte,,,,,Anime,
001168,110,F# Major,,Kiyoharu - Slow,,,,,Anime,
001169,"92, 92","F# Major, G# Major","Verse, Chorus",My Secret,,,,,Anime,
001170,100,C Major,,Shelter,,,,,Anime,
001171,126,A Major,,Kimi ni Todoke,,,,,Anime,
001172,91.5,D# Major,,Perfect-area Comple,,,,,Anime,
001173,94.5,B Major,,FLY HIGH!!,,,,,Anime,
001174,88,C# Major,,Play the world,,,,,Anime,
001175,95,G# Major,,ULTIMATE MAGIC,,,,,Anime,
001176,92.5,E Major,,Inferno,,,,,Anime,
001177,87,D Major,,Sorairo Days,,,,,Anime,
001178,93,G Major,,Recipe,,,,,Anime,
001179,97.5,G Major,,Resolution,,,,,Anime,
001180,88.5,A# Major,,QUESTION,,,,,Anime,
001181,87.5,A# Major,,PrincexPrince,,,,,Anime,
001182,"93, 93, 93","F# Major, D# Major, F# Major","Intro, Verse, Chorus",GAMERS!,,,,,Anime,
001183,93,A Major,,Mission! Ken Kou Dai,,,,,Anime,
001184,92.5,E Major,,fantastic dreamer,,,,,Anime,
001185,"96.5, 96.5, 96.5","F# Major, D# Major, F# Major","Intro, Verse, Chorus",ANIMA,,,,,Anime,
001186,89,G Major,,Koi no Hime Hime,,,,,Anime,
001187,"117, 117","E Major, F# Major","Verse, Chorus",Hakkin Disco,,,,,Anime,
001188,96,A# Major,,Otome no Route wa Hitori janai!,,,,,Anime,
001189,92,D Major,,Esoragoto,,,,,Anime,
001190,"95, 95","A# Major, C Major","Verse, Chorus",Rally Go Round,,,,,Anime,
001191,117,D# Major,,My Sweet Shelter,,,,,Anime,
001192,89.5,D# Major,,Sakura Mitsutsuki,,,,,Anime,
001193,95,B Major,,Ai no Prison,,,,,Anime,
001194,"99.33, 99.33","D Major, F Major","Verse, Chorus",Tsumujikaze,,Ascendance of a Bookworm,,,Anime,
001195,88,D Major,,SHIORI,,,,,Anime,
001196,"92, 92, 92","A# Major, G Major, G Major","Verse, Prechorus, Chorus",VOICE,,,,,Anime,
001197,128,D Major,,Suki no Skill,,,,,Anime,
001198,116.5,B Major,,SOMEONE ELSE,,,,,Anime,
001199,134,F Major,,Tomorrow,,,,,Anime,
001200,95,G Major,,Catch The Moment,,,,,Anime,
001201,87.5,E Major,,Gotoubun no Kimochi,,,,,Anime,
001202,91.5,E Major,,INNOCENCE,,,,,Anime,
001203,91.5,D Major,,Shiny Ray,,,,,Anime,
001204,96,D Major,,Black + White,,,,,Anime,
001205,"89, 89, 89","F Major, C Major, F Major","Intro, Verse, Chorus",ambiguous,,,,,Anime,
001206,"97, 97, 97","C Major, D# Major, D# Major","Verse, Prechorus, Chorus",I'm A Believer,,,,,Anime,
