SECTION_ID,SONG_ID,PART,BPM,KEY,SECTION_ORDER
1062,711,Verse,80.0,F Major,1
1063,711,Chorus,80.0,F# Major,2
1064,712,Full Song,132.0,D# Major,1
1065,713,Full Song,130.0,F# Major,1
1066,714,Full Song,130.0,F# Major,1
1067,715,Intro,78.5,F# Major,1
1068,715,Verse,78.5,E Major,2
1069,715,Chorus,78.5,F# Major,3
1070,716,Verse,96.0,C# Major,1
1071,716,Prechorus A,96.0,C# Major,2
1072,716,Prechorus B,96.0,A# Major,3
1073,716,Chorus,96.0,A# Major,4
1074,717,Full Song,85.0,B Major,1
1075,718,Full Song,117.0,C Major,1
1076,719,Full Song,91.5,C# Major,1
1077,720,Full Song,117.5,G Major,1
1078,721,Verse,85.0,B Major,1
1079,721,Prechorus,85.0,D Major,2
1080,721,Chorus,85.0,D Major,3
1081,722,Full Song,70.0,E Major,1
1082,723,Full Song,82.5,E Major,1
1083,724,Full Song,81.0,F# Major,1
1084,725,Verse,90.0,B Major,1
1085,725,Prechorus,90.0,D Major,2
1086,725,Chorus A,90.0,F Major,3
1087,725,Chorus B,90.0,G# Major,4
1088,725,Chorus C,90.0,F Major,5
1089,726,Full Song,85.0,C Major,1
1090,727,Full Song,96.0,D Major,1
1091,728,Full Song,96.0,C# Major,1
1092,729,Full Song,75.0,A Major,1
1093,730,Full Song,88.5,E Major,1
1094,731,Verse,122.0,C Major,1
1095,731,Chorus,122.0,C# Major,2
1096,732,Full Song,125.0,D# Major,1
1097,733,Verse,72.5,C# Major,1
1098,733,Chorus,72.5,C# Major,2
1099,733,Bridge,72.5,C Major,3
1100,734,Intro,83.5,C# Major,1
1101,734,Verse,83.5,D# Major,2
1102,734,Prechorus,83.5,G# Major,3
1103,734,Chorus,83.5,C# Major,4
1104,734,Bridge,83.5,G# Major,5
1105,735,Full Song,85.5,B Major,1
1106,736,Full Song,82.0,E Major,1
1107,737,Full Song,130.0,G# Major,1
1108,738,Full Song,113.0,A Major,1
1109,739,Full Song,95.0,C# Major,1
1110,740,Verse,128.0,C Major,1
1111,740,Chorus,128.0,C Major,2
1112,740,Last Chorus,128.0,D Major,3
1113,741,Full Song,82.0,F Major,1
1114,742,Full Song,85.0,B Major,1
1115,743,Full Song,75.0,B Major,1
1116,744,Intro,77.5,D# Major,1
1117,744,Verse,103.33,D# Major,2
1118,744,Prechorus,103.33,D# Major,3
1119,744,Chorus,77.5,D# Major,4
1120,744,Last Chorus,77.5,F# Major,5
1121,745,Verse,75.5,A Major,1
1122,745,Chorus,75.5,C Major,2
1123,746,Full Song,120.0,D# Major,1
1124,747,Full Song,73.33,F Major,1
1125,748,Full Song,127.0,F Major,1
1126,749,Full Song,94.0,C Major,1
1127,750,Full Song,71.5,G Major,1
1128,751,Full Song,89.5,D Major,1
1129,752,Full Song,91.5,C# Major,1
1130,753,Full Song,90.0,F# Major,1
1131,754,Full Song,131.0,D# Major,1
1132,755,Verse,87.0,C Major,1
1133,755,Chorus,87.0,A Major,2
1134,756,Full Song,136.0,C Major,1
1135,757,Verse,80.0,E Major,1
1136,757,Chorus,80.0,F Major,2
1137,758,Full Song,75.0,G# Major,1
1138,759,Full Song,130.0,G Major,1
1139,760,Full Song,128.0,A Major,1
1140,761,Full Song,91.5,B Major,1
1141,762,Full Song,100.0,A Major,1
1142,763,Verse A,81.0,D# Major,1
1143,763,Verse B,81.0,F# Major,2
1144,763,Prechorus,81.0,F# Major,3
1145,763,Chorus,81.0,C# Major,4
1146,764,Full Song,128.0,E Major,1
1147,765,Verse,83.0,C Major,1
1148,765,Chorus,83.0,D Major,2
1149,766,Full Song,83.0,F Major,1
1150,767,Full Song,70.0,F Major,1
1151,768,Full Song,115.0,D# Major,1
1152,769,Full Song,130.0,D# Major,1
1153,770,Full Song,92.5,D# Major,1
1154,771,Full Song,90.5,A# Major,1
1155,772,Verse,75.0,A# Major,1
1156,772,Prechorus,75.0,G Major,2
1157,772,Chorus,75.0,A# Major,3
1158,773,Full Song,76.0,C# Major,1
1159,774,Verse,138.66,C Major,1
1160,774,Prechorus,138.66,A Major,2
1161,774,Chorus,138.66,A Major,3
1162,775,Full Song,90.0,A Major,1
1163,776,Full Song,75.0,F Major,1
1164,777,Full Song,130.0,C# Major,1
1165,778,Intro,80.0,E Major,1
1166,778,Intro Drop,85.0,E Major,2
1167,778,Verse,85.0,E Major,3
1168,778,Chorus,85.0,E Major,4
1169,779,Full Song,84.0,G# Major,1
1170,780,Full Song,72.0,F Major,1
1171,781,Full Song,82.0,A Major,1
1172,782,Intro,77.5,C# Major,1
1173,782,Verse,77.5,E Major,2
1174,782,Chorus,77.5,G Major,3
1175,783,Full Song,70.5,C# Major,1
1176,784,Full Song,114.0,F Major,1
1177,785,Verse,72.5,C# Major,1
1178,785,Chorus,72.5,D# Major,2
1179,786,Full Song,85.0,B Major,1
1180,787,Verse,87.5,G# Major,1
1181,787,Chorus,87.5,F Major,2
1182,788,Full Song,110.0,C Major,1
1183,789,Verse,82.0,D Major,1
1184,789,Chorus,82.0,B Major,2
1185,790,Full Song,87.0,G Major,1
1186,791,Full Song,130.5,C Major,1
1187,792,Full Song,97.5,A Major,1
1188,793,Full Song,76.0,C Major,1
1189,794,Full Song,132.0,G Major,1
1190,795,Full Song,72.0,E Major,1
1191,796,Full Song,83.0,C# Major,1
1192,797,Full Song,70.0,C Major,1
1193,798,Full Song,96.0,F# Major,1
1194,799,Full Song,135.0,E Major,1
1195,800,Verse,96.0,D Major,1
1196,800,Chorus,102.0,D Major,2
1197,800,Verse 2,99.5,D Major,3
1198,800,Bridge,96.0,D Major,4
1199,800,Outro,96.0,D Major,5
1200,801,Verse,100.0,F Major,1
1201,801,Chorus,100.0,D# Major,2
1202,802,Full Song,97.5,G# Major,1
1203,803,Full Song,75.0,F# Major,1
1204,804,Verse,74.0,A# Major,1
1205,804,Verse 2,134.0,E Major,2
1206,804,Outro,77.0,A# Major,3
1207,805,Verse,80.0,D# Major,1
1208,805,Chorus,80.0,D Major,2
1209,806,Full Song,76.5,D Major,1
1210,807,Verse,94.0,C Major,1
1211,807,Chorus,94.0,D# Major,2
1212,808,Full Song,91.0,C Major,1
1213,809,Full Song,134.0,A Major,1
1214,810,Full Song,96.0,C Major,1
1215,811,Full Song,124.0,A Major,1
1216,812,Full Song,96.0,A Major,1
1217,813,Full Song,77.5,C Major,1
1218,814,Full Song,100.0,A# Major,1
1219,815,Intro,118.0,G# Major,1
1220,815,Verse,118.0,F Major,2
1221,815,Prechorus,118.0,G# Major,3
1222,815,Chorus,118.0,G# Major,4
1223,816,Verse,128.0,G Major,1
1224,816,Chorus,128.0,A Major,2
1225,817,Full Song,77.5,E Major,1
1226,818,Full Song,130.0,D Major,1
1227,819,Full Song,90.0,G Major,1
1228,820,Verse,74.0,C Major,1
1229,820,Prechorus,80.0,C Major,2
1230,820,Chorus,80.0,D Major,3
1231,821,Full Song,81.0,C Major,1
1232,822,Full Song,114.0,G Major,1
1233,823,Full Song,128.0,C Major,1
1234,824,Full Song,91.0,C# Major,1
1235,825,Verse,132.0,E Major,1
1236,825,Chorus,132.0,C# Major,2
1237,826,Verse,128.0,G# Major,1
1238,826,Prechorus,128.0,B Major,2
1239,826,Chorus,128.0,G# Major,3
1240,827,Full Song,85.0,A# Major,1
1241,828,Full Song,76.0,G# Major,1
1242,829,Full Song,75.5,C Major,1
1243,830,Full Song,96.0,G Major,1
1244,831,Full Song,135.0,F Major,1
1245,832,Full Song,78.0,D Major,1
1246,833,Intro,96.0,F Major,1
1247,833,Intro Drop,96.0,G Major,2
1248,833,Verse,96.0,F Major,3
1249,833,Chorus,96.0,G Major,4
1250,834,Full Song,92.0,E Major,1
1251,835,Verse,85.0,A# Major,1
1252,835,Chorus,85.0,C Major,2
1253,836,Full Song,75.0,D# Major,1
1254,837,Full Song,133.0,C# Major,1
1255,838,Verse,105.0,A Major,1
1256,838,Prechorus,105.0,B Major,2
1257,838,Chorus,105.0,D Major,3
1258,839,Full Song,75.0,D Major,1
1259,840,Verse,125.0,C# Major,1
1260,840,Chorus,125.0,D Major,2
1261,841,Full Song,72.5,F Major,1
1262,842,Verse,115.0,E Major,1
1263,842,Prechorus,76.66,E Major,2
1264,842,Chorus,115.0,E Major,3
1265,843,Full Song,129.0,G Major,1
1266,844,Full Song,111.0,C Major,1
1267,845,Full Song,108.0,G# Major,1
1268,846,Verse,78.5,C# Major,1
1269,846,Chorus,78.5,A# Major,2
1270,847,Full Song,102.5,A Major,1
1271,848,Verse,76.0,G# Major,1
1272,848,Prechorus,76.0,B Major,2
1273,848,Chorus,76.0,F# Major,3
1274,849,Full Song,82.0,G Major,1
1275,850,Full Song,87.5,G# Major,1
1276,851,Full Song,126.0,F Major,1
1277,852,Intro 1,81.5,A# Major,1
1278,852,Intro 2,81.5,G Major,2
1279,852,Verse,81.5,C Major,3
1280,852,Chorus,81.5,D Major,4
1281,853,Full Song,81.5,F Major,1
1282,854,Verse,88.75,C Major,1
1283,854,Chorus,88.75,D# Major,2
1284,855,Full Song,90.0,B Major,1
1285,856,Full Song,105.0,B Major,1
1286,857,Full Song,75.0,F Major,1
1287,858,Full Song,95.0,G Major,1
1288,859,Full Song,105.0,C# Major,1
1289,860,Full Song,70.5,G Major,1
1290,861,Full Song,92.0,G# Major,1
1291,862,Intro,96.0,F# Major,1
1292,862,Verse,96.0,E Major,2
1293,862,Chorus,96.0,F# Major,3
1294,863,Full Song,86.0,G Major,1
1295,864,Full Song,85.0,F# Major,1
1296,865,Full Song,84.5,A Major,1
1297,866,Full Song,103.0,C# Major,1
1298,867,Verse,86.0,G Major,1
1299,867,Prechorus,86.0,A# Major,2
1300,867,Chorus,86.0,G Major,3
1301,868,Full Song,124.0,C# Major,1
1302,869,Full Song,95.0,E Major,1
1303,870,Full Song,97.0,F Major,1
1304,871,Full Song,94.0,E Major,1
1305,872,Full Song,96.0,A# Major,1
1306,873,Verse,70.0,A# Major,1
1307,873,Prechorus,70.0,C Major,2
1308,873,Chorus,70.0,A# Major,3
1309,874,Intro,115.0,E Major,1
1310,874,Verse,115.0,C# Major,2
1311,874,Chorus,115.0,E Major,3
1312,875,Full Song,72.5,F# Major,1
1313,876,Verse,79.0,C Major,1
1314,876,Chorus,79.0,C# Major,2
1315,877,Full Song,97.5,C Major,1
1316,878,Intro,104.0,D Major,1
1317,878,Verse A,104.0,D Major,2
1318,878,Verse B,105.0,F# Major,3
1319,878,Prechorus A,105.0,F# Major,4
1320,878,Prechorus B,103.0,F# Major,5
1321,878,Chorus,105.5,F Major,6
1322,879,Intro,82.5,F Major,1
1323,879,Verse,82.5,D Major,2
1324,879,Chorus,82.5,F Major,3
1325,880,Full Song,120.0,E Major,1
1326,881,Full Song,70.0,E Major,1
1327,882,Verse,87.5,G# Major,1
1328,882,Chorus,87.5,F Major,2
1329,883,Full Song,85.0,D# Major,1
1330,884,Verse,93.0,A Major,1
1331,884,Prechorus,93.0,C Major,2
1332,884,Chorus,93.0,A Major,3
1333,885,Full Song,75.5,A Major,1
1334,886,Verse,87.0,C Major,1
1335,886,Chorus,87.0,D Major,2
1336,887,Full Song,92.5,F# Major,1
1337,888,Full Song,116.0,D# Major,1
1338,889,Full Song,90.0,E Major,1
1339,890,Full Song,100.0,C# Major,1
1340,891,Full Song,82.5,F# Major,1
1341,892,Verse,83.5,F Major,1
1342,892,Chorus,83.5,C Major,2
1343,893,Full Song,72.5,G# Major,1
1344,894,Verse,87.0,C Major,1
1345,894,Chorus,87.0,D# Major,2
1346,895,Verse,92.5,C Major,1
1347,895,Prechorus,92.5,D# Major,2
1348,895,Chorus,92.5,C Major,3
1349,896,Verse,71.5,D# Major,1
1350,896,Chorus,72.0,D# Major,2
1351,897,Intro,80.5,A Major,1
1352,897,Verse,80.5,C Major,2
1353,897,Chorus,80.5,A Major,3
1354,898,Full Song,95.0,B Major,1
1355,899,Full Song,93.0,F# Major,1
1356,900,Intro,100.0,G Major,1
1357,900,Verse,120.0,G Major,2
1358,900,Chorus,128.0,G Major,3
1359,901,Full Song,98.5,C# Major,1
1360,902,Full Song,82.0,F Major,1
1361,903,Full Song,94.0,F# Major,1
1362,904,Full Song,105.0,C Major,1
1363,905,Full Song,132.0,B Major,1
1364,906,Full Song,81.5,E Major,1
1365,907,Full Song,90.0,G# Major,1
1366,908,Full Song,84.0,F# Major,1
1367,909,Full Song,124.0,G Major,1
1368,910,Full Song,95.0,C Major,1
1369,911,Full Song,80.0,D# Major,1
1370,912,Full Song,88.0,D Major,1
1371,913,Full Song,99.0,A Major,1
1372,914,Verse,75.0,A# Major,1
1373,914,Chorus,75.0,C Major,2
1374,915,Full Song,116.0,E Major,1
1375,916,Full Song,119.0,F Major,1
1376,917,Full Song,71.0,A# Major,1
1377,918,Full Song,130.0,B Major,1
1378,919,Full Song,92.5,A Major,1
1379,920,Full Song,86.5,G Major,1
1380,921,Full Song,105.0,C# Major,1
1381,922,Verse,91.5,B Major,1
1382,922,Chorus,91.5,D Major,2
1383,923,Full Song,84.0,C# Major,1
1384,924,Intro,133.0,G Major,1
1385,924,Verse,133.0,A# Major,2
1386,924,Chorus,133.0,D# Major,3
1387,924,Verse 2,133.0,D# Major,4
1388,925,Full Song,102.0,F# Major,1
1389,926,Verse,98.0,F# Major,1
1390,926,Chorus,98.0,F Major,2
1391,927,Verse,92.5,C# Major,1
1392,927,Prechorus,92.5,G Major,2
1393,927,Chorus,92.5,C# Major,3
1394,928,Full Song,94.0,B Major,1
1395,929,Full Song,132.0,E Major,1
1396,930,Full Song,93.23,F# Major,1
1397,931,Full Song,95.0,C# Major,1
1398,932,Verse,78.0,D Major,1
1399,932,Chorus,78.0,G Major,2
1400,933,Full Song,102.5,G Major,1
1401,934,Full Song,107.0,D Major,1
1402,935,Intro,98.5,G Major,1
1403,935,Verse A,98.5,D# Major,2
1404,935,Verse B,98.5,E Major,3
1405,935,Prechorus,98.5,A Major,4
1406,935,Chorus,98.5,B Major,5
1407,936,Full Song,130.0,E Major,1
1408,937,Full Song,130.0,D Major,1
1409,938,Full Song,139.0,C Major,1
1410,939,Full Song,95.0,A# Major,1
1411,940,Full Song,122.0,D# Major,1
1412,941,Full Song,118.0,D# Major,1
1413,942,Full Song,90.0,A# Major,1
1414,943,Full Song,138.0,E Major,1
1415,944,Full Song,89.0,A# Major,1
1416,945,Full Song,75.5,D# Major,1
1417,946,Verse,71.0,C Major,1
1418,946,Chorus,71.0,F# Major,2
1419,947,Full Song,77.5,F Major,1
1420,948,Full Song,120.0,E Major,1
1421,949,Full Song,80.0,D Major,1
1422,950,Full Song,82.5,E Major,1
1423,951,Verse,89.5,F Major,1
1424,951,Prechorus,89.5,D# Major,2
1425,951,Chorus,89.5,F# Major,3
1426,952,Full Song,102.0,E Major,1
1427,953,Verse,106.0,F Major,1
1428,953,Prechorus,106.0,D Major,2
1429,953,Chorus,106.0,D# Major,3
1430,954,Full Song,128.0,G Major,1
1431,955,Full Song,89.5,D Major,1
1432,956,Full Song,72.0,F# Major,1
1433,957,Full Song,97.0,D Major,1
1434,958,Full Song,130.0,C# Major,1
1435,959,Full Song,92.0,G Major,1
1436,960,Full Song,130.0,D Major,1
1437,961,Verse,83.0,B Major,1
1438,961,Chorus,83.0,C Major,2
1439,961,Verse 2,83.0,C# Major,3
1440,961,Last Chorus,83.0,C# Major,4
1441,962,Verse,81.0,B Major,1
1442,962,Chorus,81.0,A Major,2
1443,963,Verse,71.5,B Major,1
1444,963,Chorus,71.5,C# Major,2
1445,964,Verse,80.0,D# Major,1
1446,964,Chorus,80.0,A# Major,2
1447,964,Verse 2,80.0,G Major,3
1448,965,Full Song,130.0,A# Major,1
1449,966,Full Song,86.0,D Major,1
1450,967,Full Song,73.0,F Major,1
1451,968,Intro,87.0,D# Major,1
1452,968,Verse,87.0,F# Major,2
1453,968,Chorus A,87.0,D# Major,3
1454,968,Chorus B,87.0,A Major,4
1455,969,Full Song,105.0,D Major,1
1456,970,Verse,113.0,F Major,1
1457,970,Prechorus,113.0,A# Major,2
1458,970,Chorus,113.0,F Major,3
1459,971,Verse,86.0,G Major,1
1460,971,Prechorus,86.0,B Major,2
1461,971,Chorus,86.0,A Major,3
1462,971,Verse 2 A,86.0,G Major,4
1463,971,Verse 2 B,86.0,A Major,5
1464,972,Full Song,112.0,D Major,1
1465,973,Verse,91.0,G Major,1
1466,973,Chorus,91.0,A Major,2
1467,974,Full Song,96.5,C Major,1
1468,975,Full Song,127.0,C# Major,1
1469,976,Full Song,110.5,G# Major,1
1470,977,Full Song,70.5,D# Major,1
1471,978,Full Song,139.0,F Major,1
1472,979,Full Song,109.0,G Major,1
1473,980,Full Song,70.0,G Major,1
1474,981,Verse,81.5,F Major,1
1475,981,Prechorus,81.5,G Major,2
1476,981,Chorus,81.5,F Major,3
1477,982,Full Song,102.5,F# Major,1
1478,983,Verse,138.0,F# Major,1
1479,983,Prechorus,138.0,C Major,2
1480,983,Chorus,138.0,C Major,3
1481,984,Full Song,74.5,C# Major,1
1482,985,Verse,130.0,F# Major,1
1483,985,Chorus,130.0,E Major,2
1484,986,Full Song,98.0,E Major,1
1485,987,Verse,83.0,C# Major,1
1486,987,Chorus,83.0,F# Major,2
1487,988,Full Song,123.0,A Major,1
1488,989,Full Song,88.0,F Major,1
1489,990,Verse A,90.0,D Major,1
1490,990,Verse B,90.0,D# Major,2
1491,990,Verse C,90.0,E Major,3
1492,991,Full Song,98.5,G Major,1
1493,992,Verse,101.0,E Major,1
1494,992,Chorus,101.0,C# Major,2
1495,993,Full Song,80.0,C Major,1
1496,994,Full Song,91.0,F Major,1
1497,995,Full Song,134.0,F Major,1
1498,996,Full Song,103.0,G# Major,1
1499,997,Verse,132.0,F Major,1
1500,997,Chorus,132.0,E Major,2
1501,997,Last Chorus,132.0,F# Major,3
1502,998,Verse,71.0,A# Major,1
1503,998,Chorus,71.0,C Major,2
1504,999,Full Song,84.0,C# Major,1
1505,1000,Full Song,86.0,C# Major,1
1506,1001,Full Song,72.0,D# Major,1
1507,1002,Full Song,92.0,G Major,1
1508,1003,Full Song,97.0,E Major,1
1509,1004,Full Song,98.0,F Major,1
1510,1005,Full Song,94.0,D Major,1
1511,1006,Intro 1,73.0,D Major,1
1512,1006,Intro 2,73.0,G Major,2
1513,1006,Intro Drop,73.0,G Major,3
1514,1006,Verse A,73.0,G Major,4
1515,1006,Verse B,73.0,A# Major,5
1516,1006,Prechorus,73.0,A# Major,6
1517,1006,Chorus,73.0,G Major,7
1518,1007,Verse,80.0,A# Major,1
1519,1007,Prechorus A,80.0,A# Major,2
1520,1007,Prechorus B,80.0,D# Major,3
1521,1007,Chorus,80.0,C Major,4
1522,1008,Verse,70.0,C# Major,1
1523,1008,Chorus,70.0,C# Major,2
1524,1008,Last Chorus,70.0,D Major,3
1525,1009,Full Song,71.0,D# Major,1
1526,1010,Full Song,94.5,G Major,1
1527,1011,Full Song,71.0,C# Major,1
1528,1012,Full Song,78.5,C Major,1
1529,1013,Full Song,104.0,C Major,1
1530,1014,Verse,73.0,F# Major,1
1531,1014,Chorus,73.0,A Major,2
1532,1015,Full Song,72.0,G# Major,1
1533,1016,Full Song,90.0,D Major,1
1534,1017,Verse,122.0,C Major,1
1535,1017,Chorus,122.0,D Major,2
1536,1018,Full Song,107.5,B Major,1
1537,1019,Full Song,88.0,G Major,1
1538,1020,Verse,128.0,B Major,1
1539,1020,Chorus,128.0,D# Major,2
1540,1021,Verse,81.5,E Major,1
1541,1021,Chorus,81.5,F# Major,2
1542,1022,Full Song,85.0,G# Major,1
1543,1023,Full Song,102.0,G# Major,1
1544,1024,Full Song,86.0,C# Major,1
1545,1025,Full Song,78.0,A# Major,1
1546,1026,Full Song,85.5,F# Major,1
1547,1027,Verse,72.5,A# Major,1
1548,1027,Chorus,72.5,C# Major,2
1549,1028,Full Song,93.0,A Major,1
1550,1029,Verse,86.0,D# Major,1
1551,1029,Chorus,86.0,F# Major,2
1552,1030,Full Song,82.5,D Major,1
1553,1031,Verse,83.33,G# Major,1
1554,1031,Chorus A,83.33,F Major,2
1555,1031,Chorus B,83.33,G# Major,3
1556,1032,Verse,137.0,F Major,1
1557,1032,Chorus A,137.0,F# Major,2
1558,1032,Chorus B,137.0,G# Major,3
1559,1033,Full Song,132.0,G Major,1
1560,1034,Full Song,90.0,D Major,1
1561,1035,Full Song,96.0,G# Major,1
1562,1036,Full Song,102.0,D Major,1
1563,1037,Full Song,115.0,G# Major,1
1564,1038,Verse,75.0,A# Major,1
1565,1038,Prechorus,75.0,G Major,2
1566,1038,Chorus A,75.0,A# Major,3
1567,1038,Chorus B,75.0,B Major,4
1568,1039,Full Song,75.0,G# Major,1
1569,1040,Verse,90.0,C# Major,1
1570,1040,Chorus,90.0,D# Major,2
1571,1041,Full Song,90.0,F# Major,1
1572,1042,Full Song,74.0,C# Major,1
1573,1043,Verse,70.5,F# Major,1
1574,1043,Chorus,70.5,G# Major,2
1575,1044,Verse,87.0,A# Major,1
1576,1044,Prechorus,87.0,C# Major,2
1577,1044,Chorus,87.0,E Major,3
1578,1045,Full Song,91.0,G Major,1
1579,1046,Full Song,102.5,D Major,1
1580,1047,Full Song,105.0,D# Major,1
1581,1048,Full Song,91.0,G Major,1
1582,1049,Intro,72.0,G Major,1
1583,1049,Verse,108.0,G Major,2
1584,1049,Chorus,108.0,D Major,3
1585,1050,Intro,100.0,G Major,1
1586,1050,Verse,100.0,A# Major,2
1587,1050,Chorus,100.0,C# Major,3
1588,1050,Bridge,100.0,G Major,4
1589,1051,Full Song,95.5,A# Major,1
1590,1052,Full Song,86.0,B Major,1
1591,1053,Full Song,118.0,F# Major,1
1592,1054,Verse,123.0,C Major,1
1593,1054,Chorus,123.0,C Major,2
1594,1054,Last Chorus,123.0,C# Major,3
1595,1055,Verse,135.0,C# Major,1
1596,1055,Chorus,135.0,D# Major,2
1597,1056,Verse,88.0,A# Major,1
1598,1056,Chorus,88.0,C# Major,2
1599,1057,Full Song,95.0,F Major,1
1600,1058,Intro,126.0,A# Major,1
1601,1058,Verse,126.0,G# Major,2
1602,1058,Chorus,126.0,A# Major,3
1603,1059,Full Song,116.0,A# Major,1
1604,1060,Verse,75.0,E Major,1
1605,1060,Chorus,75.0,G Major,2
1606,1061,Full Song,85.44,G Major,1
1607,1062,Full Song,86.0,D Major,1
1608,1063,Verse,98.5,A Major,1
1609,1063,Chorus,98.5,B Major,2
1610,1064,Full Song,96.0,G# Major,1
1611,1065,Intro,102.0,G# Major,1
1612,1065,Verse,102.0,D# Major,2
1613,1065,Chorus A,102.0,F# Major,3
1614,1065,Chorus B,102.0,G# Major,4
1615,1066,Full Song,85.0,D Major,1
1616,1067,Full Song,75.0,G Major,1
1617,1068,Full Song,91.5,C Major,1
1618,1069,Full Song,75.0,D Major,1
1619,1070,Full Song,125.0,G Major,1
1620,1071,Full Song,133.0,E Major,1
1621,1072,Full Song,87.0,G Major,1
1622,1073,Verse,70.0,F Major,1
1623,1073,Chorus,70.0,D# Major,2
1624,1074,Full Song,89.5,F Major,1
1625,1075,Verse,88.0,D# Major,1
1626,1075,Prechorus A,88.0,D# Major,2
1627,1075,Prechorus B,88.0,F# Major,3
1628,1075,Chorus,88.0,F# Major,4
1629,1075,Last Chorus,88.0,G Major,5
1630,1076,Full Song,87.5,G Major,1
1631,1077,Full Song,100.0,D Major,1
1632,1078,Full Song,72.5,D# Major,1
1633,1079,Full Song,86.0,A Major,1
1634,1080,Intro,106.66,G Major,1
1635,1080,Verse,106.66,G Major,2
1636,1080,Prechorus,80.0,G Major,3
1637,1080,Chorus,80.0,G Major,4
1638,1081,Full Song,100.0,B Major,1
1639,1082,Verse,129.0,C# Major,1
1640,1082,Chorus,129.0,C# Major,2
1641,1082,Last Chorus,129.0,D Major,3
1642,1083,Intro,100.0,D Major,1
1643,1083,Verse,100.0,F Major,2
1644,1083,Prechorus,100.0,F Major,3
1645,1083,Chorus,100.0,D Major,4
1646,1083,Verse 2 A,100.0,F Major,5
1647,1083,Verse 2 B,100.0,B Major,6
1648,1083,Verse 2 C,100.0,D# Major,7
1649,1083,Prechorus 2,100.0,C Major,8
1650,1084,Full Song,110.5,G Major,1
1651,1085,Full Song,74.5,G Major,1
1652,1086,Full Song,72.0,F# Major,1
1653,1087,Full Song,89.0,D Major,1
1654,1088,Full Song,120.0,G Major,1
1655,1089,Full Song,82.0,G Major,1
1656,1090,Full Song,110.0,A Major,1
1657,1091,Full Song,133.0,F Major,1
1658,1092,Verse,87.5,A# Major,1
1659,1092,Chorus A,87.5,A# Major,2
1660,1092,Chorus B,87.5,G Major,3
1661,1093,Verse,112.0,D Major,1
1662,1093,Chorus,112.0,E Major,2
1663,1094,Verse,113.0,C# Major,1
1664,1094,Chorus,113.0,E Major,2
1665,1095,Full Song,92.5,D Major,1
1666,1096,Full Song,129.15,D Major,1
1667,1097,Full Song,95.0,E Major,1
1668,1098,Full Song,102.0,F Major,1
1669,1099,Full Song,121.0,G Major,1
1670,1100,Full Song,100.0,D# Major,1
1671,1101,Intro,123.0,A Major,1
1672,1101,Verse,123.0,G Major,2
1673,1101,Chorus,123.0,A Major,3
1674,1102,Verse A,94.0,D Major,1
1675,1102,Verse B,94.0,F Major,2
1676,1102,Prechorus,94.0,D Major,3
1677,1102,Chorus,94.0,F Major,4
1678,1103,Full Song,130.0,G Major,1
1679,1104,Full Song,100.0,G Major,1
1680,1105,Intro,100.0,F Major,1
1681,1105,Intro Drop,100.0,G Major,2
1682,1105,Verse,100.0,G Major,3
1683,1105,Chorus,100.0,D Major,4
1684,1105,Bridge,100.0,D Major,5
1685,1106,Full Song,88.5,E Major,1
1686,1107,Full Song,114.0,D Major,1
1687,1108,Full Song,135.0,F Major,1
1688,1109,Full Song,90.0,F Major,1
1689,1110,Full Song,98.0,G Major,1
1690,1111,Full Song,135.0,A# Major,1
1691,1112,Full Song,94.5,D# Major,1
1692,1113,Full Song,137.5,D# Major,1
1693,1114,Verse,93.0,E Major,1
1694,1114,Chorus,93.0,G Major,2
1695,1115,Full Song,95.0,D# Major,1
1696,1116,Full Song,130.0,G Major,1
1697,1117,Intro,90.0,F# Major,1
1698,1117,Verse,90.0,D# Major,2
1699,1117,Chorus,90.0,D# Major,3
1700,1118,Full Song,91.5,D Major,1
1701,1119,Full Song,92.0,G# Major,1
1702,1120,Full Song,102.0,F# Major,1
1703,1121,Full Song,131.0,F Major,1
1704,1122,Verse,123.0,G Major,1
1705,1122,Chorus,123.0,A Major,2
1706,1123,Full Song,95.0,D Major,1
1707,1124,Full Song,95.0,G Major,1
1708,1125,Verse,127.0,A# Major,1
1709,1125,Chorus,127.0,C# Major,2
1710,1126,Full Song,132.0,F# Major,1
1711,1127,Full Song,92.0,B Major,1
1712,1128,Full Song,89.5,F Major,1
1713,1129,Full Song,128.3,D# Major,1
1714,1130,Verse,132.0,F Major,1
1715,1130,Chorus,132.0,F Major,2
1716,1130,Verse 2,132.0,G# Major,3
1717,1130,Chorus 2,132.0,F Major,4
1718,1131,Verse,126.0,C# Major,1
1719,1131,Chorus,126.0,D Major,2
1720,1132,Verse,100.0,D Major,1
1721,1132,Chorus,100.0,E Major,2
1722,1133,Verse,92.0,D# Major,1
1723,1133,Chorus,92.0,C Major,2
1724,1134,Full Song,134.0,E Major,1
1725,1135,Full Song,97.0,F# Major,1
1726,1136,C# Major,89.5,C# Major,1
1727,1136,D Major,89.5,D Major,2
1728,1137,Full Song,139.0,G Major,1
1729,1138,Full Song,93.0,A Major,1
1730,1139,Full Song,90.0,E Major,1
1731,1140,Full Song,139.0,G Major,1
1732,1141,Full Song,130.0,G Major,1
1733,1142,Verse,102.0,E Major,1
1734,1142,Chorus,102.0,F Major,2
1735,1143,Verse,92.5,D# Major,1
1736,1143,Chorus,92.5,F# Major,2
