id,title,artist,type,origin,season,year,notes
W02536,Something Big,Shawn Mendes,Western,,,2016,
W02537,Air,Shawn Mendes,Western,Astrid,,2018,
W02538,This Is What It Takes,Shawn Mendes,Western,,,2021,
W02539,Stitches,Shawn Mendes,Western,,,2006,
W02540,There's Nothing Holding Me Back,Shawn Mendes,Western,,,2013,
W02541,I Know What You Did Last Summer,Shawn Mendes,Western,Camila Cabello,,2016,
W02542,Mercy,Shawn Mendes,Western,,,2016,
W02543,Crazy,Shawn Mendes,Western,,,2019,
W02544,A Little Too Much,Shawn Mendes,Western,,,2017,
W02545,The Weight,Shawn Mendes,Western,,,2011,
W02546,Life Of The Party ,Shawn Mendes,Western,,,2011,
W02547,Never Be Alone,Shawn Mendes,Western,,,2012,
W02548,Life Of The Party (Acoustic),Shawn Mendes,Western,,,2012,
W02549,Lights On ,Shawn Mendes,Western,,,2016,
W02550,Ruin,Shawn Mendes,Western,,,2017,
W02551,Bring It Back,Shawn Mendes,Western,,,2016,
W02552,Strings,Shawn Mendes,Western,,,2020,
W02553,Geronimo,Sheppard,Western,,,2002,
W02554,Impossible,Shontelle,Western,,,2014,
W02555,Space Between,Sia,Western,,,2013,
W02556,Eye Of The Needle,Sia,Western,,,2016,
W02557,Hostage,Sia,Western,,,2014,
W02558,Footprints,Sia,Western,,,2018,
W02559,Bird Set Free ,Sia,Western,,,2015,
W02560,Fair Game,Sia,Western,,,2013,
W02561,Elastic Heart,Sia,Western,(Solo)/The Weeknd,,2015,
W02562,Cheap Thrills,Sia,Western,(Solo)/Sean Paul,,2020,
W02563,Dressed In Black,Sia,Western,,,2010,
W02564,One Million Bullets,Sia,Western,,,2015,
W02565,Reaper,Sia,Western,,,2014,
W02566,Chandelier,Sia,Western,,,2012,
W02567,House On Fire,Sia,Western,,,2018,
W02568,Free The Animal,Sia,Western,,,2015,
W02569,You're Never Fully Dressed Without A Smile,Sia,Western,,,2020,
W02570,Straight For The Knife,Sia,Western,,,2016,
W02571,The Greatest,Sia,Western,,,2015,
W02572,Move Your Body,Sia,Western,,,2019,
W02573,Burn The Pages,Sia,Western,,,2019,
W02574,Big Girls Cry,Sia,Western,,,2011,
W02575,Sweet Design ,Sia,Western,,,2014,
W02576,Unstoppable,Sia,Western,,,2013,
W02577,Alive,Sia,Western,,,2020,
W02578,Broken Glass,Sia,Western,,,2013,
W02579,Fire Meet Gasoline,Sia,Western,,,2016,
W02580,Cellophane,Sia,Western,,,2019,
W02581,Glitterball,Sigma,Western,Ella Henderson,,2014,
W02582,Watch Me (Whip/Nae Nae),Silento,Western,,,2020,
W02583,Where Are U Now,Skrillex & Diplo,Western,Justin Bieber,,2015,
W02584,Firefly,Skyhill,Western,,,2016,
W02585,How Did We,Skylar Stecker,Western,,,2014,
W02586,All Star,Smash Mouth,Western,,,2016,
W02587,All My Friends,Snakehips,Western,Tinashe & Chance The Rapper,,2014,
W02588,Don't Leave,Snakehips,Western,MO,,2016,
W02589,Cruel,Snakehips,Western,Zayn,,2021,
W02590,Back To Beautiful,Sofia Carson,Western,Alan Walker,,2014,
W02591,Run,Sorn,Western,,,2017,
W02592,Waterfall,Stargate,Western,Sia & P!nk,,2016,
W02593,Edge Of Seventeen,Stevie Nicks,Western,,,2019,
W02594,Faith,Stevie Wonder,Western,Ariana Grande,,2013,
W02595,Jenny,Studio Killers,Western,,,2015,
W02596,Hey Mamma,Sunstroke Project,Western,,,2013,
W02597,Don't You Worry Child,Swedish House Mafia,Western,John Martin,,0,
W02598,i,Taeyeon,Western,Verbal Jint,,2019,
W02599,Dynamite,Taio Cruz,Western,,,2020,
W02600,Hangover,Taio Cruz,Western,,,2014,
W02601,Seven,Taylor Swift,Western,,,2016,
W02602,Speak Now,Taylor Swift,Western,,,2015,
W02603,How You Get The Girl,Taylor Swift,Western,,,2021,
W02604,Everything Has Changed,Taylor Swift,Western,Ed Sheeran,,2015,
W02605,Paper Rings,Taylor Swift,Western,,,2017,
W02606,Coney Island,Taylor Swift,Western,,,2020,
W02607,Epiphany,Taylor Swift,Western,,,2017,
W02608,Evermore,Taylor Swift,Western,Bon Iver,,2017,
W02609,The Best Day,Taylor Swift,Western,Original/Taylor's Version,,2008,
W02610,Sparks Fly,Taylor Swift,Western,,,2017,
W02611,"No Body, No Crime",Taylor Swift,Western,Haim,,2015,
W02612,Today Was A Fairytale,Taylor Swift,Western,Original/Taylor's Version,,2020,
W02613,Endgame,Taylor Swift,Western,Future & Ed Sheeran,,2020,
W02614,Tim Mcgraw,Taylor Swift,Western,,,2010,
W02615,I Almost Do,Taylor Swift,Western,,,2018,
W02616,Enchanted,Taylor Swift,Western,,,2007,
W02617,This Is Me Trying,Taylor Swift,Western,,,2017,
W02618,This Is Why We Can't Have Nice Things,Taylor Swift,Western,,,2014,
W02619,Peace,Taylor Swift,Western,,,2014,
W02620,Cornelia Street,Taylor Swift,Western,,,2017,
W02621,Invisible ,Taylor Swift,Western,,,2019,
W02622,Stay Stay Stay,Taylor Swift,Western,,,2009,
W02623,Afterglow,Taylor Swift,Western,,,2014,
W02624,Change ,Taylor Swift,Western,Original/Taylor's Version,,2016,
W02625,This Love,Taylor Swift,Western,,,2017,
W02626,Tied Together With A Smile,Taylor Swift,Western,,,2011,
W02627,Stay Beautiful,Taylor Swift,Western,,,2012,
W02628,Hoax,Taylor Swift,Western,,,2016,
W02629,New Years Day,Taylor Swift,Western,,,2012,
W02630,White Horse,Taylor Swift,Western,Original/Taylor's Version,,2011,
W02631,Breathe ,Taylor Swift,Western,"Colbie Caillat, Original/Taylor's Version",,2021,
W02632,King Of My Heart,Taylor Swift,Western,,,2015,
W02633,Exile,Taylor Swift,Western,,,2015,
W02634,Wonderland,Taylor Swift,Western,,,2015,
W02635,Holy Ground,Taylor Swift,Western,,,2014,
W02636,Back To December,Taylor Swift,Western,,,2015,
W02637,We Are Never Ever Getting Back Together,Taylor Swift,Western,,,2010,
W02638,Tis The Damn Season,Taylor Swift,Western,,,2016,
W02639,Jump Then Fall,Taylor Swift,Western,Original/Taylor's Version,,2017,
W02640,Starlight,Taylor Swift,Western,,,2015,
W02641,Ivy,Taylor Swift,Western,,,2018,
W02642,Tolerate It,Taylor Swift,Western,,,2017,
W02643,It's Nice To Have A Friend,Taylor Swift,Western,,,2013,
W02644,...Ready For It?,Taylor Swift,Western,,,2015,
W02645,I'm Only Me When With You,Taylor Swift,Western,,,2016,
W02646,Dress,Taylor Swift,Western,,,2017,
W02647,Dorothea,Taylor Swift,Western,,,2020,
W02648,I Wish You Would,Taylor Swift,Western,,,2016,
W02649,Closure,Taylor Swift,Western,,,2014,
W02650,Clean,Taylor Swift,Western,,,2015,
W02651,Should've Said No,Taylor Swift,Western,,,2014,
W02652,Innocent,Taylor Swift,Western,,,2009,
W02653,If This Was A Movie,Taylor Swift,Western,,,2010,
W02654,Don't Blame Me,Taylor Swift,Western,,,2020,
W02655,Illicit Affairs,Taylor Swift,Western,,,2014,
W02656,So It Goes,Taylor Swift,Western,,,2016,
W02657,Don’t You (Taylor's Version) (From The Vault),Taylor Swift,Western,,,2013,
W02658,Invisible String,Taylor Swift,Western,,,2013,
W02659,I Forgot That You Existed,Taylor Swift,Western,,,2007,
W02660,Ours,Taylor Swift,Western,,,2018,
W02661,I Wish You Would,Taylor Swift,Western,,,2017,
W02662,Champagne Problems,Taylor Swift,Western,,,2015,
W02663,Back To December (Acoustic Version),Taylor Swift,Western,,,2016,
W02664,Soon You'll Get Better,Taylor Swift,Western,,,2016,
W02665,Our Song,Taylor Swift,Western,,,2019,
W02666,I Knew You Were Trouble,Taylor Swift,Western,,,2008,
W02667,I Know Places ,Taylor Swift,Western,,,2019,
W02668,Bad Blood,Taylor Swift,Western,(Solo)/Kendrick Lamar,,2017,
W02669,Cold As You,Taylor Swift,Western,,,2020,
W02670,Come In With The Rain,Taylor Swift,Western,Original/Taylor's Version,,2008,
W02671,All You Had To Do Was Stay,Taylor Swift,Western,,,2019,
W02672,Come Back...Be Here,Taylor Swift,Western,,,2010,
W02673,Seven,Taylor Swift,Western,,,2016,
W02674,All Too Well,Taylor Swift,Western,,,2017,
W02675,I Think He Knows,Taylor Swift,Western,,,2015,
W02676,Out Of The Woods,Taylor Swift,Western,,,2012,
W02677,Shake It Off,Taylor Swift,Western,,,2015,
W02678,I Did Something Bad,Taylor Swift,Western,,,2019,
W02679,Treacherous,Taylor Swift,Western,,,2019,
W02680,Fearless,Taylor Swift,Western,Original/Taylor's Version,,2015,
W02681,Call It What You Want,Taylor Swift,Western,,,2021,
W02682,Begin Again,Taylor Swift,Western,,,2016,
W02683,Cardigan,Taylor Swift,Western,,,2008,
W02684,Willow,Taylor Swift,Western,,,2015,
W02685,Forever And Always (Piano Version),Taylor Swift,Western,Original/Taylor's Version,,2014,
W02686,The Last Great American Dynasty,Taylor Swift,Western,,,2018,
W02687,The Last Time,Taylor Swift,Western,Gary Lightbody,,2019,
W02688,Dancing With Our Hands Tied,Taylor Swift,Western,,,2015,
W02689,Last Kiss,Taylor Swift,Western,,,2013,
W02690,Miss Americana & The Heartbreak Prince,Taylor Swift,Western,,,2014,
W02691,You're Not Sorry,Taylor Swift,Western,Original/Taylor's Version,,2015,
W02692,Mirrorball,Taylor Swift,Western,,,2019,
W02693,Gold Rush,Taylor Swift,Western,,,2016,
W02694,Blank Space,Taylor Swift,Western,,,2013,
W02695,The Moment I Knew,Taylor Swift,Western,,,2015,
W02696,Delicate,Taylor Swift,Western,,,2020,
W02697,Betty,Taylor Swift,Western,,,2016,
W02698,Love Story,Taylor Swift,Western,Original/Taylor's Version,,2020,
W02699,Welcome To New York,Taylor Swift,Western,,,2013,
W02700,Teardrops On My Guitar,Taylor Swift,Western,,,2020,
W02701,That’s When (Taylor's Version) (From The Vault),Taylor Swift,Western,Keith Urban,,2013,
W02702,New Romantics,Taylor Swift,Western,,,2009,
W02703,Mr. Perfectly Fine (Taylor's Version) (From The Vault),Taylor Swift,Western,,,2016,
W02704,Death By A Thousand Cuts,Taylor Swift,Western,,,2015,
W02705,Wildest Dreams,Taylor Swift,Western,,,2016,
W02706,Bye Bye Baby (Taylor's Version) (From The Vault),Taylor Swift,Western,,,2012,
W02707,Marjorie,Taylor Swift,Western,,,2020,
W02708,The 1,Taylor Swift,Western,,,2015,
W02709,Untouchable,Taylor Swift,Western,Original/Taylor's Version,,2020,
W02710,Mary's Song (Oh My My My),Taylor Swift,Western,,,2007,
W02711,Daylight,Taylor Swift,Western,,,2010,
W02712,Mad Woman,Taylor Swift,Western,,,2016,
W02713,The Lucky One,Taylor Swift,Western,,,2015,
W02714,Getaway Car,Taylor Swift,Western,,,2015,
W02715,22,Taylor Swift,Western,,,2006,
W02716,Dear John,Taylor Swift,Western,,,2008,
W02717,Red  ,Taylor Swift,Western,,,2020,
W02718,ME!,Taylor Swift,Western,Brendon Urie,,2016,
W02719,Mean,Taylor Swift,Western,,,2018,
W02720,The Man,Taylor Swift,Western,,,2014,
W02721,Forever & Always,Taylor Swift,Western,Original/Taylor's Version,,2021,
W02722,Girl At Home,Taylor Swift,Western,,,2020,
W02723,Lover,Taylor Swift,Western,,,2014,
W02724,Tell Me Why,Taylor Swift,Western,Original/Taylor's Version,,2018,
W02725,Superman,Taylor Swift,Western,,,2019,
W02726,Better Than Revenge,Taylor Swift,Western,,,2017,
W02727,You Need To Calm Down,Taylor Swift,Western,,,2012,
W02728,Cardigan,Taylor Swift,Western,,,2019,
W02729,We Were Happy (Taylor's Version) (From The Vault),Taylor Swift,Western,,,2020,
W02730,Look What You Made Me Do,Taylor Swift,Western,,,2016,
W02731,The Story Of Us,Taylor Swift,Western,,,2014,
W02732,Haunted (Acoustic Version),Taylor Swift,Western,,,2020,
W02733,Cruel Summer,Taylor Swift,Western,,,2017,
W02734,You Belong With Me,Taylor Swift,Western,Original/Taylor's Version,,2019,
W02735,The Way I Loved You,Taylor Swift,Western,Original/Taylor's Version,,2013,
W02736,You Are In Love,Taylor Swift,Western,,,2015,
W02737,Style ,Taylor Swift,Western,,,2015,
W02738,Haunted,Taylor Swift,Western,,,2017,
W02739,Sad Beautiful Tragic,Taylor Swift,Western,,,2015,
W02740,Gorgeous,Taylor Swift,Western,,,2017,
W02741,London Boy,Taylor Swift,Western,,,2015,
W02742,False God,Taylor Swift,Western,,,2020,
W02743,Hey Stephen,Taylor Swift,Western,Original/Taylor's Version,,2014,
W02744,Never Grow Up,Taylor Swift,Western,,,2011,
W02745,My Tears Ricochet,Taylor Swift,Western,,,2018,
W02746,A Place In The World,Taylor Swift,Western,,,2014,
W02747,Long Live,Taylor Swift,Western,,,2015,
W02748,The Other Side Of The Door,Taylor Swift,Western,Original/Taylor's Version,,2015,
W02749,Cowboy Like Me,Taylor Swift,Western,,,2017,
W02750,Picture To Burn,Taylor Swift,Western,,,2012,
W02751,Superstar,Taylor Swift,Western,Original/Taylor's Version,,2014,
W02752,Happiness,Taylor Swift,Western,,,2002,
W02753,August,Taylor Swift,Western,,,2014,
W02754,The Outside,Taylor Swift,Western,,,2013,
W02755,A Perfectly Good Heart,Taylor Swift,Western,,,2015,
W02756,Long Story Short,Taylor Swift,Western,,,2010,
W02757,The Archer,Taylor Swift,Western,,,2018,
W02758,Fifteen,Taylor Swift,Western,Original/Taylor's Version,,2014,
W02759,You All Over Me (Taylor’s Version) (From The Vault),Taylor Swift ,Western,Maren Morris,,2006,
W02760,State Of Grace,Taylor Swift ,Western,,,2014,
W02761,Computer Boy,That Poppy,Western,,,2020,
W02762,Altar,That Poppy,Western,,,2015,
W02763,American Kids,That Poppy,Western,,,2001,
W02764,Lowlife,That Poppy,Western,(Solo)/Travis Mills,,2010,
W02765,Money,That Poppy,Western,,,2018,
W02766,Everybody Wants To Be Poppy,That Poppy,Western,,,2020,
W02767,Love Me,The 1975,Western,,,2011,
W02768,Robbers,The 1975,Western,,,2002,
W02769,The City,The 1975,Western,,,2014,
W02770,Chocolate,The 1975,Western,,,2013,
W02771,Girls,The 1975,Western,,,2014,
W02772,Heart Out,The 1975,Western,,,2011,
W02773,Somebody Else,The 1975,Western,,,2019,
W02774,Paris,The 1975,Western,,,2014,
W02775,A Change Of Heart,The 1975,Western,,,2016,
W02776,The Sound,The 1975,Western,,,2011,
W02777,Settle Down,The 1975,Western,,,2008,
W02778,Kanye,The Chainsmokers,Western,SirenXX,,2014,
W02779,Who Do You Love,The Chainsmokers,Western,5 Seconds Of Summer,,2021,
W02780,#SELFIE,The Chainsmokers,Western,,,2011,
W02781,The One,The Chainsmokers,Western,,,2016,
W02782,P.S. I Hope You're Happy,The Chainsmokers,Western,Blink-182,,2020,
W02783,Paris,The Chainsmokers,Western,Emily Warren,,2015,
W02784,Push My Luck,The Chainsmokers,Western,,,2019,
W02785,Let You Go,The Chainsmokers,Western,Great Good Fine Ok,,2006,
W02786,Kills You Slowly,The Chainsmokers,Western,,,2015,
W02787,Roses,The Chainsmokers,Western,ROZES,,2020,
W02788,See The Way,The Chainsmokers,Western,Sabrina Claudio,,2015,
W02789,Inside Out,The Chainsmokers,Western,Charlee,,2015,
W02790,Call You Mine,The Chainsmokers,Western,Bebe Rexha,,2010,
W02791,Closer,The Chainsmokers,Western,Halsey,,2017,
W02792,Setting Fires,The Chainsmokers,Western,XYLØ,,2014,
W02793,Takeaway,The Chainsmokers,Western,ILLENIUM & Lennon Stella,,2014,
W02794,Something Just Like This,The Chainsmokers,Western,Coldplay,,2018,
W02795,All We Know,The Chainsmokers,Western,Phoebe Ryan,,2015,
W02796,Do You Mean,The Chainsmokers,Western,bülow & Ty Dolla $ign,,2020,
W02797,Don't Let Me Down,The Chainsmokers,Western,Daya,,2019,
W02798,The Reaper,The Chainsmokers,Western,Amy Shark,,2014,
W02799,Family,The Chainsmokers,Western,Kygo,,2015,
W02800,Sweater Weather,The Neighbourhood,Western,,,2015,
W02801,Breakeven,The Script,Western,,,2020,
W02802,Superheroes,The Script,Western,,,2021,
W02803,Oh Cecilia,The Vamps,Western,Shawn Mendes,,2020,
W02804,Wake Up,The Vamps,Western,,,2016,
W02805,Somebody to You,The Vamps,Western,(Solo)/Demi Lovato,,2015,
W02806,Can We Dance,The Vamps,Western,,,2014,
W02807,Glad You Came,The Wanted,Western,,,2015,
W02808,Walks Like Rihanna,The Wanted,Western,,,2017,
W02809,Chasing the Sun,The Wanted,Western,,,2012,
W02810,I Found You,The Wanted,Western,,,2017,
W02811,Reminder,The Weeknd,Western,,,2015,
W02812,Six Feet Under,The Weeknd,Western,Future,,2014,
W02813,Secrets,The Weeknd,Western,,,2018,
W02814,In The Night,The Weeknd,Western,,,2021,
W02815,Stargirl Interlude,The Weeknd,Western,Lana Del Rey,,2014,
W02816,I Feel It Coming,The Weeknd,Western,Daft Punk,,2008,
W02817,Starboy,The Weeknd,Western,Daft Punk,,2006,
W02818,False Alarm,The Weeknd,Western,,,2015,
W02819,Real Life,The Weeknd,Western,,,2017,
W02820,Rockin',The Weeknd,Western,Kazue Lika Tatsushima,,2020,
W02821,Love To Lay,The Weeknd,Western,,,2015,
W02822,Can't Feel My Face,The Weeknd,Western,,,2011,
W02823,A Lonely Night,The Weeknd,Western,,,2020,
W02824,All I Know,The Weeknd,Western,Future,,2011,
W02825,Attention,The Weeknd,Western,,,2018,
W02826,The Hills,The Weeknd,Western,,,2019,
W02827,Party Monster,The Weeknd,Western,Lana Del Rey,,2016,
W02828,True Colors,The Weeknd,Western,,,2016,
W02829,Sidewalks,The Weeknd,Western,Kendrick Lamar & Daniel Wilson,,2004,
W02830,Nothing Without You,The Weeknd,Western,,,2018,
W02831,Hardest To Love,The Weeknd ,Western,,,2020,
W02832,Blinding Lights,The Weeknd ,Western,,,2015,
W02833,After Hours,The Weeknd ,Western,,,2020,
W02834,Final Lullaby,The Weeknd ,Western,,,2020,
W02835,Save Your Tears,The Weeknd ,Western,,,2019,
W02836,Scared To Live ,The Weeknd ,Western,,,2015,
W02837,Faith,The Weeknd ,Western,,,2019,
W02838,In Your Eyes,The Weeknd ,Western,,,2006,
W02839,Snowchild,The Weeknd ,Western,,,2015,
W02840,Ordinary Life,The Weeknd ,Western,,,2006,
W02841,Too Late,The Weeknd ,Western,,,2011,
W02842,Die For You,The Weeknd ,Western,,,2015,
W02843,Repeat After Me,The Weeknd ,Western,,,2017,
W02844,Nothing Compares,The Weeknd ,Western,,,2010,
W02845,Missed You,The Weeknd ,Western,,,2019,
W02846,Until I Bleed Out,The Weeknd ,Western,,,2014,
W02847,Alone Again,The Weeknd ,Western,,,2020,
W02848,Heartless,The Weeknd ,Western,,,2020,
W02849,Escape From LA,The Weeknd ,Western,,,2020,
W02850,Say Something,Timbaland,Western,Drake,,2020,
W02851,2 On,Tinashe,Western,Schoolboy Q,,2020,
W02852,All Hands On Deck,Tinashe,Western,(Solo)/Iggy Azalea/Dej Loaf,,2015,
W02853,Feels Like Vegas,Tinashe,Western,,,2015,
W02854,Thug Cry,Tinashe,Western,,,2012,
W02855,Pretend,Tinashe,Western,A$AP Rocky,,2017,
W02856,Player,Tinashe,Western,Chris Brown,,2010,
W02857,Unbreakable Smile,Tori Kelly,Western,,,2010,
W02858,California Lovers,Tori Kelly,Western,LL Cool J,,2020,
W02859,City Dove,Tori Kelly,Western,,,2016,
W02860,Funny [Live],Tori Kelly,Western,,,2015,
W02861,Falling Slow,Tori Kelly,Western,,,2016,
W02862,First Heartbreak,Tori Kelly,Western,,,2000,
W02863,Anyway,Tori Kelly,Western,,,2019,
W02864,Where I Belong,Tori Kelly,Western,,,2020,
W02865,I Was Made For Loving You,Tori Kelly,Western,Ed Sheeran,,1997,
W02866,Expensive,Tori Kelly,Western,Daye Jack,,2014,
W02867,Nobody Love,Tori Kelly,Western,,,2019,
W02868,Mr. Music,Tori Kelly,Western,,,2012,
W02869,Hollow,Tori Kelly,Western,(Solo)/Big Sean,,2020,
W02870,Art of Letting You Go,Tori Kelly,Western,,,2020,
W02871,Should've Been Us,Tori Kelly,Western,,,2016,
W02872,Talk,Tori Kelly,Western,,,2015,
W02873,Habits (Stay High),Tove Lo,Western,,,2013,
W02874,Habits (Stay High),Tove Lo,Western,Hippie Sabotage (Remix),,2020,
W02875,My Gun,Tove Lo,Western,,,2013,
W02876,Cool Girl,Tove Lo,Western,,,2014,
W02877,Not On Drugs,Tove Lo,Western,,,2016,
W02878,Talking Body,Tove Lo,Western,,,2006,
W02879,True Disaster,Tove Lo,Western,,,2018,
W02880,Antidote,Travis Scott,Western,,,2015,
W02881,Na Na,Trey Songz,Western,,,2015,
W02882,Foreign,Trey Songz,Western,,,2015,
W02883,"Touchin, Lovin",Trey Songz,Western,Nicki Minaj,,2020,
W02884,THE QUIET,Troye SIvan,Western,,,2021,
W02885,HEAVEN,Troye Sivan,Western,Betty Who,,2010,
W02886,DKLA,Troye Sivan,Western,Tkay Maidza,,2016,
W02887,Seventeen,Troye Sivan,Western,,,2017,
W02888,The Good Side,Troye Sivan,Western,,,2019,
W02889,Postcard,Troye Sivan,Western,,,2008,
W02890,BITE,Troye Sivan,Western,,,2020,
W02891,Bloom,Troye Sivan,Western,,,2015,
W02892,Happy Little Pill,Troye Sivan,Western,,,2017,
W02893,Plum,Troye Sivan,Western,,,2015,
W02894,YOUTH,Troye Sivan,Western,ALLIE X (Backing Vocals),,2019,
W02895,WILD,Troye Sivan,Western,Alessia Cara (has different bpm than solo),,2015,
W02896,COOL,Troye Sivan,Western,,,2020,
W02897,Lucky Strike,Troye Sivan,Western,,,2020,
W02898,Dance To This,Troye Sivan,Western,Ariana Grande,,2017,
W02899,What A Heavenly Way To Die,Troye Sivan,Western,,,2014,
W02900,FOOLS,Troye Sivan,Western,,,2010,
W02901,SUBURBIA,Troye Sivan,Western,,,2014,
W02902,TALK ME DOWN,Troye Sivan,Western,,,2002,
W02903,EASE,Troye Sivan,Western,Broods,,2020,
W02904,My My My,Troye Sivan,Western,,,2020,
W02905,Animal,Troye Sivan,Western,,,2013,
W02906,LOST BOY,Troye Sivan,Western,,,2014,
W02907,Touch,Troye Sivan,Western,,,2020,
W02908,BLUE,Troye Sivan,Western,Alex Hope,,2018,
W02909,for him.,Troye Sivan,Western,Allday,,2018,
W02910,TOO GOOD,Troye Sivan,Western,,,2015,
W02911,WILD,Troye Sivan,Western,,,2014,
W02912,The Fault In Our Stars,Troye Sivan,Western,,,2016,
W02913,Gasoline,Troye Sivan,Western,,,2019,
W02914,Bandito,Twenty One Pilots,Western,,,2016,
W02915,My Blood,Twenty One Pilots,Western,,,2020,
W02916,Levitate,Twenty One Pilots,Western,,,2021,
W02917,Neon Gravestones,Twenty One Pilots,Western,,,2016,
W02918,Smithereens,Twenty One Pilots,Western,,,2014,
W02919,Nico And The Niners,Twenty One Pilots,Western,,,2007,
W02920,Shy Away,Twenty One Pilots,Western,,,2015,
W02921,Pet Cheetah,Twenty One Pilots,Western,,,2019,
W02922,Morph,Twenty One Pilots,Western,,,2014,
W02923,Leave The City,Twenty One Pilots,Western,,,2014,
W02924,Cut My Lip,Twenty One Pilots,Western,,,2015,
W02925,The Hype,Twenty One Pilots,Western,,,2015,
W02926,Jumpsuit,Twenty One Pilots,Western,,,2009,
W02927,Chlorine,Twenty One Pilots,Western,,,2011,
W02928,Legend,Twenty One Pilots,Western,,,2020,
W02929,Drop That Kitty,Ty Dolla $ign,Western,Tinashe & Charli XCX,,2021,
W02930,Wait For A Minute,Tyga,Western,Justin Bieber,,2012,
W02931,Humble & Kind,Tyler Ward,Western,Diamond White,,2018,
W02932,Neverland,U-Kiss,Western,,,2015,
W02933,Scream,Usher,Western,,,2015,
W02934,DJ Got Us Falling in Love,Usher,Western,,,2020,
W02935,She Came To Give It To You,Usher,Western,Nicki Minaj,,0,
